title,year,doi
Two plus two equals three? Do we need to rethink lifetime prevalence?,2009,10.1017/S0033291709991504
Childhood adversities and adult psychopathology in the National Comorbidity Survey Replication (NCS-R) III: Associations with functional impairment related to DSM-IV disorders,2009,10.1017/S0033291709991115
Intermediate or brainless phenotypes for psychiatric research?,2009,10.1017/S0033291709991929
Increased neural response to fear in patients recovered from depression: a 3T functional magnetic resonance imaging study,2009,10.1017/S0033291709990596
Quantitative review of the efficacy of slow-frequency magnetic brain stimulation in major depressive disorder,2010,10.1017/S003329171000005X
Executive functioning in high-IQ adults with ADHD,2010,10.1017/S0033291709992273
Defining ‘mental disorder’ in DSM-V,2010,10.1017/S0033291709992339
Neuroimaging in cannabis use: a systematic review of the literature,2009,10.1017/S0033291709990729
Delivery outcome after maternal use of antidepressant drugs in pregnancy: an update using Swedish data,2010,10.1017/S0033291709992194
Using the Cambridge Neuropsychological Test Automated Battery (CANTAB) to assess the cognitive impact of electroconvulsive therapy on visual and visuospatial memory,2009,10.1017/S0033291709991243
Why we need more debate on whether psychotic symptoms lie on a continuum with normality,2010,10.1017/S0033291710000188
Opposite relationships between cannabis use and neurocognitive functioning in bipolar disorder and schizophrenia,2009,10.1017/S0033291709991620
Clinical and anatomical heterogeneity in autistic spectrum disorder: a structural MRI study,2009,10.1017/S0033291709991541
Neural correlates of error-related learning deficits in individuals with psychopathy,2009,10.1017/S0033291709992017
Residual symptoms after remission of major depressive disorder with citalopram and risk of relapse: a STAR*D report,2009,10.1017/S0033291709006011
Evidence for structural abnormalities of the human habenular complex in affective disorders but not in schizophrenia,2009,10.1017/S0033291709990821
A population-based twin study of functional somatic syndromes,2008,10.1017/S0033291708003784
Neighborhood poverty and suicidal thoughts and attempts in late adolescence,2008,10.1017/S003329170800456X
Neurocognitive disorders: Cluster 1 of the proposed meta-structure for DSM-V and ICD-11,2009,10.1017/S0033291709990262
Second-generation antipsychotics: a therapeutic downturn?,2009,10.1017/S0033291709990882
Does major depressive disorder change with age?,2009,10.1017/S0033291709005364
Anxiety: its role in the history of psychiatric epidemiology,2008,10.1017/S0033291708004625
Decision making under uncertainty and mood induction: further evidence for liberal acceptance in schizophrenia,2009,10.1017/S0033291709005923
"Dual task performance in early Alzheimer's disease, amnestic mild cognitive impairment and depression",2008,10.1017/S0033291708003346
Extracting a needle from a haystack: reanalysis of whole genome data reveals a readily translatable finding,2009,10.1017/S0033291708005084
Intensive practice of a cognitive task is associated with enhanced functional integration in schizophrenia,2009,10.1017/S0033291709005820
"Use of item response theory to understand differential functioning of DSM-IV major depression symptoms by race, ethnicity and gender",2008,10.1017/S0033291708003875
Attitudes that determine willingness to seek psychiatric help for depression: a representative population survey applying the Theory of Planned Behaviour,2009,10.1017/S0033291709005832
A cluster randomized controlled trial of cognitive behaviour therapy for common mental disorders in patients with advanced cancer,2008,10.1017/S0033291708004169
Is the relationship between syndromes of depression and dementia temporal? The MRC-ALPHA and Hefei-China studies,2008,10.1017/S0033291708003735
Correlated genetic and non-shared environmental influences account for the co-morbidity between female sexual dysfunctions,2008,10.1017/S0033291708003206
Do mental health problems in childhood predict chronic physical conditions among males in early adulthood? Evidence from a community-based prospective study,2008,10.1017/S0033291708003504
Continuity of care in mental health: understanding and measuring a complex phenomenon,2008,10.1017/S0033291708003747
The phenomenology of inner speech: comparison of schizophrenia patients with auditory verbal hallucinations and healthy controls,2008,10.1017/S0033291708003978
The role of metacognitive beliefs in determining the impact of anomalous experiences: a comparison of help-seeking and non-help-seeking groups of people experiencing psychotic-like anomalies,2008,10.1017/S0033291708004650
The relationship of dementia prevalence in older adults with intellectual disability (ID) to age and severity of ID,2008,10.1017/S0033291708003334
Exploring the feasibility of a meta-structure for DSM-V and ICD-11: could it improve utility and validity?,2009,10.1017/S0033291709990250
"Neuropsychological functioning, illness perception, mood and quality of life in chronic fatigue syndrome, autoimmune thyroid disease and healthy participants",2009,10.1017/S0033291708004960
Different responses to K-10 and CIDI suggest that complex structured psychiatric interviews underestimate rates of mental disorder in old people,2008,10.1017/S0033291708004728
Childhood and adolescent hyperactivity-inattention symptoms and academic achievement 8 years later: the GAZEL Youth study,2009,10.1017/S0033291709005510
"Anxiety in middle adulthood: effects of age and time on the 14-year course of panic disorder, social phobia and generalized anxiety disorder",2008,10.1017/S0033291708003954
Mental disorders as risk factors for later substance dependence: estimates of optimal prevention and treatment benefits,2008,10.1017/S0033291708004510
Influence of high-frequency repetitive transcranial magnetic stimulation over the dorsolateral prefrontal cortex on the inhibition of emotional information in healthy volunteers,2008,10.1017/S0033291708004431
Predictors of first lifetime episodes of major depression in midlife women,2008,10.1017/S0033291708003218
Obsessive–compulsive disorder: subclassification based on co-morbidity,2008,10.1017/S0033291708004753
Brainstem volumetric alterations in children with autism,2008,10.1017/S0033291708004376
The development of anxiety disorders in childhood: an integrative review,2009,10.1017/S0033291709005157
Accuracy of specific symptoms in the diagnosis of major depressive disorder in psychiatric out-patients: data from the MIDAS project,2008,10.1017/S0033291708004674
Personality traits among ADHD adults: implications of late-onset and subthreshold diagnoses,2008,10.1017/S0033291708003917
Emotional disorders: Cluster 4 of the proposed meta-structure for DSM-V and ICD-11,2009,10.1017/S0033291709990298
"The acute effects of synthetic intravenous Δ9-tetrahydrocannabinol on psychosis, mood and cognitive functioning",2009,10.1017/S0033291709005522
A study of psychiatrists' concepts of mental illness,2008,10.1017/S0033291708004881
Impact of stress on paranoia: an experimental investigation of moderators and mediators,2008,10.1017/S0033291708004613
A taxometric analysis of health anxiety,2008,10.1017/S0033291708003322
Suicide in recently discharged psychiatric patients: a case-control study,2008,10.1017/S0033291708003644
Relationship Between Antidepressant Therapy and Risk for Cardiovascular Events in Patients With and Without Cardiovascular Disease,2018,10.1037/hea0000602
Trajectories of Child and Caregiver Psychological Adjustment in Families of Children With Cancer,2018,10.1037/hea0000619
"Examining the ""why"" of vaccine hesitancy.",2018,10.1037/hea0000596
Social Integration and Age-Related Decline in Lung Function,2018,10.1037/hea0000592
Does the Cortisol Awakening Response Link Childhood Adversity to Adult BMI?,2018,10.1037/hea0000601
Is the Association Between Depressive Symptoms and Glucose Bidirectional? A Population-Based Study,2018,10.1037/hea0000612
How Prescriptive Support Affects Weight Loss in Weight-Loss Intervention Participants and Their Untreated Spouses,2018,10.1037/hea0000630
Critical Review and Meta-Analysis of Multicomponent Behavioral E-Health Interventions for Weight Loss,2018,10.1037/hea0000623
Does Exercise Aid Smoking Cessation Through Reductions in Anxiety Sensitivity and Dysphoria?,2018,10.1037/hea0000588
Imagery Interventions in Health Behavior: A Meta-Analysis,2018,10.1037/hea0000625
Anhedonia and Smoking Cessation Among Spanish-Speaking Mexican-Americans,2018,10.1037/hea0000633
Depressive Symptoms and Diabetes Management From Late Adolescence to Emerging Adulthood,2018,10.1037/hea0000645
Cumulative Childhood Adversity and Adult Cardiometabolic Disease: A Meta-Analysis,2018,10.1037/hea0000637
Perceived Weight and Barriers to Physical Activity in Parent–Adolescent Dyads,2018,10.1037/hea0000635
Imagine That! The Effect of Counterstereotypic Imagined Intergroup Contact on Weight Bias,2018,10.1037/hea0000545
Associations Between Immigrant Status and Pharmacological Treatments for Diabetes in U.S. Adults,2018,10.1037/hea0000552
Maternal Conception of Gestational Weight Gain Among Latinas: A Qualitative Study,2018,10.1037/hea0000555
"Relationships Among Affective States, Physical Activity, and Sedentary Behavior in Children: Moderation by Perceived Stress",2018,10.1037/hea0000639
"Self-Perceived Overweight, Weight Loss Attempts, and Weight Gain: Evidence From Two Large, Longitudinal Cohorts",2018,10.1037/hea0000659
Development of a Lifestyle Intervention for the Metabolic Syndrome: Discovery Through Proof-of-Concept,2018,10.1037/hea0000665
Family Obligations and Asthma in Youth: The Moderating Role of Socioeconomic Status,2018,10.1037/hea0000655
"Influence of Sedentary, Social, and Physical Alternatives on Food Reinforcement",2018,10.1037/hea0000563
The Unintended Impact of Smoking-Risk Information on Concerns About Radon: A Randomized Controlled Trial,2018,10.1037/hea0000681
APOE e4-Genotype and Lifestyle Interaction on Cognitive Performance: Results of the LIFE-Adult-Study,2018,10.1037/hea0000515
Behavioral Impact of Return of Genetic Test Results for Complex Disease: Systematic Review and Meta-Analysis,2018,10.1037/hea0000683
How Do Tobacco Power Walls Influence Adolescents? A Study of Mediating Mechanisms,2018,10.1037/hea0000558
Innovative study designs and methods for optimizing and implementing behavioral interventions to improve health.,2018,10.1037/hea0000657
"Childhood Trauma, Pubertal Timing, and Cardiovascular Risk in Adulthood",2018,10.1037/hea0000609
Fatigue After Breast Cancer Treatment: Biobehavioral Predictors of Fatigue Trajectories,2018,10.1037/hea0000652
"Loneliness, Social Isolation, Their Synergistic Interaction, and Mortality",2018,10.1037/hea0000605
Social Constraints and Fear of Recurrence in Couples Coping With Early Stage Breast Cancer,2018,10.1037/hea0000649
"Association Between Posttraumatic Stress Disorder and Lack of Exercise, Poor Diet, Obesity, and Co-Occuring Smoking: A Systematic Review and Meta-Analysis",2018,10.1037/hea0000593
"Unpredictability, Body Awareness, and Eating in the Absence of Hunger: A Cognitive Schemas Approach",2018,10.1037/hea0000634
"Diurnal Cortisol Profiles, Inflammation, and Functional Limitations in Aging: Findings From the MIDUS Study",2018,10.1037/hea0000629
"Social Isolation, Health Literacy, and Mortality Risk: Findings From the English Longitudinal Study of Ageing",2018,10.1037/hea0000541
"Anxiety, Depression, and Cardiac Outcomes After a First Diagnosis of Acute Coronary Syndrome",2018,10.1037/hea0000658
Beliefs About the Causes of Hypertension and Associations With Pro-Health Behaviors,2018,10.1037/hea0000687
Mental Health Treatment Dose and Annual Healthcare Costs in Patients With Cancer and Major Depressive Disorder,2018,10.1037/hea0000670
Treatment of Depressive Symptoms in Patients With Breast Cancer: A Randomized Controlled Trial Comparing Cognitive Therapy and Bright Light Therapy,2018,10.1037/hea0000539
HIV-Risk Reduction Intervention for Juvenile Offenders on Probation: The PHAT Life Group Randomized Controlled Trial,2018,10.1037/hea0000582
"Stress-Related Eating, Mindfulness, and Obesity",2018,10.1037/hea0000614
"Daily Diary Study of Hope, Stigma, and Functioning in Lung Cancer Patients",2018,10.1037/hea0000570
Association Between Fruit and Vegetable Intake and Symptoms of Mental Health Conditions in Mexican Americans,2018,10.1037/hea0000646
An Illness by Any Other Name: The Effect of Renaming Gout on Illness and Treatment Perceptions,2018,10.1037/hea0000548
Cognitive and Affective Mechanisms of Pain and Fatigue in Multiple Sclerosis,2018,10.1037/hea0000611
A Meta-Synthesis of Studies of Patients’ Experience of Living With Terminal Cancer,2018,10.1037/hea0000581
Impact of Lower Strength Alcohol Labeling on Consumption: A Randomized Controlled Trial,2018,10.1037/hea0000622
Correlates of Healthcare and Financial Decision Making Among Older Adults Without Dementia,2018,10.1037/hea0000610
Identification of Three Different Types of Smokers Who Are Not Motivated to Quit: Results From a Latent Class Analysis,2018,10.1037/hea0000561
Group-Based Physical Activity for Older Adults (GOAL) Randomized Controlled Trial: Exercise Adherence Outcomes,2018,10.1037/hea0000615
Perceived Discrimination: Associations With Physical and Cognitive Function in Older Adults,2017,10.1037/hea0000522
A Brief Tool to Differentiate Factors Contributing to Insomnia Complaints,2017,10.1037/hea0000442
"Happy You, Healthy Me? Having a Happy Partner Is Independently Associated With Better Health in Oneself",2017,10.1037/hea0000432
Conflicting Internal and External Eating Cues: Impact on Food Intake and Attributions,2017,10.1037/hea0000447
"An Evaluation of a Storybook Targeting Parental Attitudes, Intention, and Self-Efficacy to Change Their Child’s Oral Health Behavior",2017,10.1037/hea0000428
Generational Status and Social Factors Predicting Initiation of Partnered Sexual Activity Among Latino/a Youth,2017,10.1037/hea0000435
Marital Conflict and Nocturnal Blood Pressure Dipping in Military Couples,2017,10.1037/hea0000434
High Health Satisfaction Among Emerging Adults With Diabetes: Factors Predicting Resilience,2017,10.1037/hea0000419
"Behavioral and social sciences at the National Institutes of Health: Methods, measures, and data infrastructures as a scientific priority.",2017,10.1037/hea0000464
The Interactive Effect of Parent Personality and Medication Knowledge on Adherence in Children Awaiting Solid Organ Transplantation,2017,10.1037/hea0000452
Parental Influence on Driver Licensure in Adolescence: A Randomized Controlled Trial,2017,10.1037/hea0000444
Moving Up Matters: Socioeconomic Mobility Prospectively Predicts Better Physical Health,2017,10.1037/hea0000473
Health Psychology's new (old) peer-review policy.,2017,10.1037/hea0000486
Relational Underpinnings of Condom Use: Findings From the Project on Partner Dynamics,2017,10.1037/hea0000488
Perception of Partner Sexual History: Effects on Safe-Sex Intentions,2017,10.1037/hea0000474
Are Vital Exhaustion and Depression Independent Risk Factors for Cardiovascular Disease Morbidity?,2017,10.1037/hea0000495
Randomized Clinical Trial of Expressive Writing on Wound Healing Following Bariatric Surgery,2017,10.1037/hea0000494
Health-Related Quality of Life Trajectories During Predialysis Care and Associated Illness Perceptions,2017,10.1037/hea0000504
Distinct Trajectories of Positive and Negative Affect After Colorectal Cancer Diagnosis,2017,10.1037/hea0000485
"The Importance of the Neighborhood in the 2014 Ebola Outbreak in the United States: Distress, Worry, and Functioning",2017,10.1037/hea0000518
The Cortisol: C-Reactive Protein Ratio and Negative Affect Reactivity in Depressed Adults,2017,10.1037/hea0000517
Does Cognitive Ability Buffer the Link Between Childhood Disadvantage and Adult Health?,2017,10.1037/hea0000538
Effects of Trauma and PTSD on Self-Reported Physical Functioning in Sexual Minority Women,2017,10.1037/hea0000543
Gender Confirming Medical Interventions and Eating Disorder Symptoms Among Transgender Individuals,2017,10.1037/hea0000497
Spouses’ Daily Feelings of Appreciation and Self-Reported Well-Being,2017,10.1037/hea0000527
Physical Activity and Negative Affective Reactivity in Daily Life,2017,10.1037/hea0000532
Death Narratives and Cervical Cancer: Impact of Character Death on Narrative Processing and HPV Vaccination,2017,10.1037/hea0000498
The Link Between Discrimination and Telomere Length in African American Adults,2017,10.1037/hea0000450
"The Dietary Inflammatory Index, Shift Work, and Depression: Results From NHANES",2017,10.1037/hea0000514
Reading Between the Menu Lines: Are Restaurants’ Descriptions of “Healthy” Foods Unappealing?,2017,10.1037/hea0000501
Loneliness Predicts Self-Reported Cold Symptoms After a Viral Challenge,2017,10.1037/hea0000467
Syndemic Conditions and HIV Transmission Risk Behavior Among HIV-Negative Gay and Bisexual Men in a U.S. National Sample,2017,10.1037/hea0000509
Revisiting the Lack of Association Between Affect and Physiology: Contrasting Between-Person and Within-Person Analyses,2017,10.1037/hea0000466
Lifestyle Intervention Effects on the Frequency and Duration of Daily Moderate–Vigorous Physical Activity and Leisure Screen Time,2017,10.1037/hea0000418
Does Real Time Variability in Inhibitory Control Drive Snacking Behavior? An Intensive Longitudinal Study,2017,10.1037/hea0000471
The Costs and Benefits of Sexual Communal Motivation for Couples Coping With Vulvodynia,2017,10.1037/hea0000470
“You Don’t Know Until You Get There”: The Positive and Negative “Lived” Experience of Parenting an Adult Child With 22q11.2 Deletion Syndrome,2017,10.1037/hea0000415
Effects of Dyadic Planning on Physical Activity in Couples: A Randomized Controlled Trial,2017,10.1037/hea0000423
Cognitive Behavioral Therapy for Body Image and Self-Care (CBT-BISC) in Sexual Minority Men Living With HIV: A Randomized Controlled Trial,2017,10.1037/hea0000505
Affective Associations as Predictors of Health Behavior in Urban Minority Youth,2017,10.1037/hea0000546
Does Socioeconomic Status Mediate Racial Differences in the Cortisol Response in Middle Childhood?,2017,10.1037/hea0000480
Buffer or Amplifier? Longitudinal Effects of Social Support for Functional Autonomy/Dependence on Older Adults’ Chronic Pain Experiences,2017,10.1037/hea0000512
Child Sun Safety: Application of an Integrated Behavior Change Model,2017,10.1037/hea0000533
Perceived Physical Activity and Mortality: Evidence From Three Nationally Representative U.S. Samples,2017,10.1037/hea0000531
Perceived Weight Discrimination Mediates the Prospective Relation Between Obesity and Depressive Symptoms in U.S. and U.K. Adults,2017,10.1037/hea0000426
Mindful Eating Reduces Impulsive Food Choice in Adolescents and Adults,2017,10.1037/hea0000440
Parents’ Posttraumatic Stress After Burns in Their School-Aged Child: A Prospective Study,2017,10.1037/hea0000448
Longitudinal Trajectories of Benefit Finding in Adolescents With Type 1 Diabetes,2017,10.1037/hea0000513
Social Isolation and Loneliness: Prospective Associations With Functional Status in Older Adults,2017,10.1037/hea0000437
What to Expect When You’re Exercising: An Experimental Test of the Anticipated Affect–Exercise Relationship,2017,10.1037/hea0000453
Differences in health risk behaviors across understudied LGBT subgroups.,2016,10.1037/hea0000231
A systematic review of factors that contribute to nocebo effects.,2016,10.1037/HEA0000416
"Diagnostic uncertainty, guilt, mood, and disability in back pain.",2016,10.1037/hea0000272
Comparison of secondhand smoke exposure in minority and nonminority children with asthma.,2016,10.1037/hea0000220
The influence of framed messages and self-affirmation on indoor tanning behavioral intentions in 18- to 30-year-old women.,2016,10.1037/hea0000253
Getting along and getting ahead: Affiliation and dominance predict ambulatory blood pressure.,2016,10.1037/hea0000290
Self-critical perfectionism predicts lower cortisol response to experimental stress in patients with chronic fatigue syndrome.,2016,10.1037/hea0000299
Diurnal salivary cortisol patterns prior to pregnancy predict infant birth weight.,2016,10.1037/hea0000313
The impact of item order and sex on self-report of pain intensity in children.,2016,10.1037/hea0000296
An exploratory decision tree analysis to predict cardiovascular disease risk in African American women.,2016,10.1037/hea0000267
Youth reports of parents' romantic relationship quality: Links to physical health.,2016,10.1037/hea0000354
Longitudinal Study of Mental Health and Pain-Related Functioning Following a Motor Vehicle Collision.,2016,10.1037/HEA0000329
Collaborative and Overinvolved Parenting Differentially Predict Outcomes in Adolescents With Type 1 Diabetes.,2016,10.1037/HEA0000349
Tracking the relationship between children's aerobic fitness and cognitive control.,2016,10.1037/hea0000343
Is daytime napping associated with inflammation in adolescents?,2016,10.1037/hea0000369
Natural language use and couples' adjustment to head and neck cancer.,2016,10.1037/hea0000377
Effects of a physical activity intervention on autonomic and executive functions in obese young adolescents: A randomized controlled trial.,2016,10.1037/hea0000390
"Childhood Self-Control Predicts Smoking Throughout Life: Evidence From 21,000 Cohort Study Participants",2016,10.1037/hea0000393
Dyadic coping and inflammation in the context of chronic stress.,2016,10.1037/hea0000395
"Intimacy, sexual satisfaction, and sexual distress in vulvodynia couples: An observational study.",2016,10.1037/hea0000289
Childhood socioeconomic status and cardiovascular reactivity and recovery among Black and White men: Mitigating effects of psychological resources.,2016,10.1037/hea0000355
Avoiding exposure to air pollution by using filtering facemask respirators: An application of the health action process approach.,2016,10.1037/hea0000264
"African American experiences in healthcare: ""I always feel like I'm getting skipped over"".",2016,10.1037/hea0000368
Automatic attitudes and health information avoidance.,2016,10.1037/hea0000330
Relational Effects on Physical Activity: A Dyadic Approach to the Theory of Planned Behavior.,2016,10.1037/HEA0000334
A randomized controlled trial of Web-based Attentional Bias Modification to help smokers quit.,2016,10.1037/hea0000346
"""Priming"" hand hygiene compliance in clinical environments.",2016,10.1037/hea0000239
"A preliminary experimental examination of worldview verification, perceived racism, and stress reactivity in African Americans.",2016,10.1037/hea0000284
Implicit attitudes predict drinking onset in adolescents: Shaping by social norms.,2016,10.1037/hea0000353
Shared weight and dietary changes in parent-child dyads following family-based obesity treatment.,2016,10.1037/hea0000247
Religious participation predicts diurnal cortisol profiles 10 years later via lower levels of religious struggle.,2016,10.1037/HEA0000372
Anticipated regret and organ donor registration: A randomized controlled trial.,2016,10.1037/HEA0000363
Translating context to causality in cardiovascular disparities research.,2016,10.1037/hea0000309
Emotional suppression in chronic fatigue syndrome: Experimental study.,2016,10.1037/hea0000341
"Socioeconomic status, psychological resources, and inflammatory markers: Results from the MIDUS study.",2016,10.1037/HEA0000392
Pediatric Weight Management Interventions in Primary Care Settings: A Meta-Analysis.,2016,10.1037/HEA0000381
Social support and moment-to-moment changes in treatment self-efficacy in men living with HIV: Psychosocial moderators and clinical outcomes.,2016,10.1037/hea0000356
Psychosocial factors in adherence to antiretroviral therapy among HIV-positive people who use drugs.,2016,10.1037/hea0000310
Mechanisms of Change in Diet and Activity in the Make Better Choices 1 Trial.,2016,10.1037/HEA0000333
A model of tailoring effects: A randomized controlled trial examining the mechanisms of tailoring in a web-based STD screening intervention.,2016,10.1037/HEA0000399
Self-reported experiences of discrimination and inflammation among men and women: The multi-ethnic study of atherosclerosis.,2016,10.1037/hea0000331
Sleep quality subtypes and obesity.,2016,10.1037/hea0000370
Smokers exhibit biased neural processing of smoking and affective images.,2016,10.1037/hea0000350
"Voluntary temporary abstinence from alcohol during ""Dry January"" and subsequent alcohol use.",2016,10.1037/hea0000297
Associations between coping strategies and mental health in individuals with type 2 diabetes: Prospective analyses.,2016,10.1037/hea0000250
"The impact of changing attitudes, norms, and self-efficacy on health-related intentions and behavior: A meta-analysis.",2016,10.1037/HEA0000387
Impact of brand or generic labeling on medication effectiveness and side effects.,2016,10.1037/hea0000282
"Using fuzzy-trace theory to understand and improve health judgments, decisions, and behaviors: A literature review.",2016,10.1037/hea0000384
Anticipated regret and health behavior: A meta-analysis.,2016,10.1037/HEA0000294
The Association of Metacognitive Beliefs With Emotional Distress After Diagnosis of Cancer,2015,10.1037/hea0000096
Offering variety: a subtle manipulation to promote healthy food choice throughout the day.,2015,10.1037/hea0000164
Social shedding: Identification and health of men's sheds users.,2015,10.1037/hea0000171
A Social Rank Explanation of How Money Influences Health,2015,10.1037/hea0000098
Are patient and relationship variables associated with participation of intimate partners in couples research?,2015,10.1037/hea0000141
"Anger, provider responses, and pain: prospective analysis of stem cell transplant patients.",2015,10.1037/hea0000095
"Prepregnancy body mass index, gestational weight gain, and elevated depressive symptoms in a Hispanic cohort.",2015,10.1037/hea0000137
Naturalistically observed conflict and youth asthma symptoms.,2015,10.1037/hea0000138
Daily fluctuation in negative affect for family caregivers of individuals with dementia.,2015,10.1037/hea0000175
Experiencing weight bias in an unjust world: Impact on exercise and internalization.,2015,10.1037/hea0000178
Psychological distress and intensive care unit stay after cardiac surgery: The role of illness concern.,2015,10.1037/hea0000183
Depression mediates and moderates effects of methamphetamine use on sexual risk taking among treatment-seeking gay and bisexual men.,2015,10.1037/hea0000207
Race-based differentials in the impact of mental health and stigma on HIV risk among young men who have sex with men.,2015,10.1037/hea0000192
Mealtime behavior and diabetes-specific parent functioning in young children with type 1 diabetes.,2015,10.1037/hea0000204
Using qualitative methods within a mixed-methods approach to developing and evaluating interventions to address harmful alcohol use among young people.,2015,10.1037/hea0000163
Developing an intervention to equip nurses for acute life threatening events (ALTEs) in hospital: a phenomenological approach to healthcare research.,2015,10.1037/hea0000193
Meaning making during parent-physician bereavement meetings after a child's death.,2015,10.1037/hea0000153
"Relationships among spousal communication, self-efficacy, and motivation among expectant Latino fathers who smoke.",2015,10.1037/hea0000224
Is anyone around me using condoms? Site-specific condom-use norms and their potential impact on condomless sex across various gay venues and websites in The Netherlands.,2015,10.1037/hea0000230
Culture and medical decision making: Healthcare consumer perspectives in Japan and the United States.,2015,10.1037/hea0000229
Internet-based physical activity intervention for women with a family history of breast cancer.,2015,10.1037/hea0000307
Temporal dynamics of physical activity and affect in depressed and nondepressed individuals.,2015,10.1037/hea0000303
Use of an online smoking cessation community promotes abstinence: Results of propensity score weighting.,2015,10.1037/hea0000278
A life-span behavioral mechanism relating childhood conscientiousness to adult clinical health.,2015,10.1037/hea0000209
Pilot RCT of bidirectional text messaging for ART adherence among nonurban substance users with HIV.,2015,10.1037/hea0000295
"A pilot randomized, controlled trial of an active video game physical activity intervention.",2015,10.1037/hea0000302
Dispositional optimism and perceived risk interact to predict intentions to learn genome sequencing results.,2015,10.1037/hea0000159
HIV/STI risk-reduction intervention efficacy with South African adolescents over 54 months.,2015,10.1037/hea0000140
The question-behavior effect: genuine effect or spurious phenomenon? A systematic review of randomized controlled trials with meta-analyses.,2015,10.1037/hea0000104
Insomnia and self-reported infections in cancer patients: An 18-month longitudinal study.,2015,10.1037/hea0000181
Antecedents and mediators of physical activity in endometrial cancer survivors: Increasing physical activity through steps to health.,2015,10.1037/hea0000188
Reducing youth screen time: qualitative metasynthesis of findings on barriers and facilitators.,2015,10.1037/hea0000172
"Age differences in the association of physical activity, sociocognitive engagement, and TV viewing on face memory.",2015,10.1037/hea0000046
Was it so bad? The role of retrospective memory in symptom reporting.,2015,10.1037/hea0000222
Chronic illness and loneliness in older adulthood: The role of self-protective control strategies.,2015,10.1037/hea0000182
Behavioral response to a just-in-time adaptive intervention (JITAI) to reduce sedentary behavior in obese adults: Implications for JITAI optimization.,2015,10.1037/hea0000304
Spirituality and the recovery of quality of life following hematopoietic stem cell transplantation.,2015,10.1037/hea0000196
Mothers and fathers coping with their children's cancer: Individual and interpersonal processes.,2015,10.1037/hea0000202
Anger arousal and behavioral anger regulation in everyday life among patients with chronic low back pain: Relationships to patient pain and function.,2015,10.1037/hea0000091
Renegotiating sexual intimacy in the context of altered embodiment: the experiences of women with breast cancer and their male partners following mastectomy and reconstruction.,2015,10.1037/hea0000195
Personality and the leading behavioral contributors of mortality.,2015,10.1037/hea0000038
"Responsible men, blameworthy women: Black heterosexual men's discursive constructions of safer sex and masculinity.",2015,10.1037/hea0000216
Momentary assessment of contextual influences on affective response during physical activity.,2015,10.1037/hea0000223
The lasting legacy of childhood adversity for disease risk in later life.,2015,10.1037/hea0000147
The impact of self-affirmation on health-behavior change: a meta-analysis.,2015,10.1037/hea0000116
Racial and sexual identities as potential buffers to risky sexual behavior for Black gay and bisexual emerging adult men.,2015,10.1037/hea0000187
Painting pain: an interpretative phenomenological analysis of representations of living with chronic pain.,2015,10.1037/hea0000139
"Psychosocial, health-promotion, and neurocognitive interventions for survivors of childhood cancer: a systematic review.",2015,10.1037/hea0000119
Snack purchasing is healthier when the cognitive demands of choice are reduced: A randomized controlled trial.,2015,10.1037/hea0000173
Cancer-related intrusive thoughts predict behavioral symptoms following breast cancer treatment.,2014,10.1037/a0031131
Evaluation of the psychometric properties of the Pediatric Parenting Stress Inventory (PPSI).,2014,10.1037/a0032306
Menstrually related mood disorders and a history of abuse: moderators of pain sensitivity.,2014,10.1037/a0031900
Multiple risk-behavior profiles of smokers with serious mental illness and motivation for change.,2014,10.1037/a0035164
Trajectories of illness intrusiveness domains following a diagnosis of breast cancer.,2014,10.1037/a0032388
Do media portrayals of obesity influence support for weight-related medical policy?,2014,10.1037/a0032592
Labeling of previous donation to encourage subsequent donation among experienced blood donors.,2014,10.1037/a0033426
A randomized pilot trial of an integrated school-worksite weight control program.,2014,10.1037/hea0000007
"Characterizing biased cancer-related cognitive processing: relationships with BRCA1/2 genetic mutation status, personal cancer history, age, and prophylactic surgery.",2014,10.1037/a0032737
Cognitive influences on sexual risk and risk appraisals in men who have sex with men.,2014,10.1037/hea0000010
A pilot test of motivational oral health promotion with alcohol-dependent inpatients.,2014,10.1037/a0033153
The impact of physical activity on psychosocial outcomes in men receiving androgen deprivation therapy for prostate cancer: a systematic review.,2014,10.1037/hea0000006
Combinations of techniques that effectively change health behavior: evidence from Meta-CART analysis.,2014,10.1037/hea0000018
Discrimination and sexual risk among young urban pregnant women of color.,2014,10.1037/a0032502
Precancer risk perceptions predict postcancer subjective well-being.,2014,10.1037/hea0000074
Spousal neuroticism moderates everyday problem--wellbeing associations in older couples.,2014,10.1037/hea0000042
Maternal depressive symptoms and disease care status in youth with type 1 diabetes.,2014,10.1037/hea0000066
Substance use and hepatitis C: an ecological momentary assessment study.,2014,10.1037/hea0000087
A prospective investigation of the relationships between self-presentation processes and physical activity in women treated for breast cancer.,2014,10.1037/a0030414
Effects of a prototype Internet dissonance-based eating disorder prevention program at 1- and 2-year follow-up.,2014,10.1037/hea0000090
Identification and prediction of group-based glycemic control trajectories during the transition to adolescence.,2014,10.1037/hea0000025
Effective behavior change techniques in asthma self-care interventions: systematic review and meta-regression.,2014,10.1037/a0033080
Spousal protective buffering and type 2 diabetes outcomes.,2014,10.1037/hea0000054
Biased attentional processing of food cues and modification in obese individuals.,2014,10.1037/hea0000069
